id,subseccion,idea,citas,veredicto,pagina_traza,tipo_problema,accion,idea_real_fuente,evidencia_textual,refuerzo_pico,notas
INTROC-RSV-09,Virus de interes: RSV,"Le desarrollo un flujo de amplificacion y WGS con Oxford Nanopore para muestras clinicas y de aguas residuales, con alta cobertura en cargas >10.000 copias/mL, e integro en RSVTyper la deteccion automatica de subgrupo y la seleccion de referencia",Le_2025,OK,resultados y metodos,,mantener,,"""Whole genomes (> 90% coverage) were obtained from 98% of samples with > 10,000 copies/mL"" y ""the RSVTyper aligns all reads against a panel of RSV-A and RSV-B"" con seleccion automatica de referencia (Le 2025, s41598-025-20371-5)","PICOC[P: aislados clínicos y aguas residuales; I: amplificación y secuenciación Oxford Nanopore, pipeline RSVTyper con selección automática de referencia y asignación de subtipo/clado] — ""243 RSV isolates from 2008 to 2025 and wastewater samples from 2023/2024 were amplified in a multiplex tiling PCR with specific primers, generating 39 amplicons ~ 550 bp in length, and sequenced with Oxford Nanopore Technologies. Sequencing reads of patient isolates were analyzed with the RSVTyper pipeline, a tailored analysis pipeline including automatic reference selection, consensus sequence generation and clade assignment via Nextclade."" (Le_2025, p.1)","Cargas >10.000 copias/mL, RSVTyper y Nanopore verificados."
INTROC-RSV-10,Virus de interes: RSV,Zambrana mostro que la proporcion de RSV-A respecto al total de RSV puede medirse en solidos de aguas residuales y reproduce los cambios temporales y espaciales de subgrupos observados en muestras clinicas,Zambrana_2024,OK,resultados,,mantener,,"""the proportion of RSV A to total RSV (RSV A + RSV B) in each wastewater sample (PA,WW)"" / ""A median PA,WW of 0.00 in the first season and 0.58 in the second season indicated a temporal shift"" / ""The same subtype predominated in wastewater and clinical samples"" (zambrana-et-al-2024)","PICOC[P: subgrupos RSV-A/B en sólidos de aguas residuales; I: proporción RSV-A/RSV total (PA,WW); C: análisis temporal, espacial y frente a muestras clínicas] — ""We determined the predominant subtype for each group using the proportion of RSV A to total RSV (RSV A + RSV B) in each wastewater sample (PA,WW) and conducted a comparative analysis temporally, spatially, and against clinical specimens."" (Zambrana_2024, p.1)",Proporcion medible en solidos y concordancia temporal/espacial con clinica verificadas.
INTROC-RSV-11,Virus de interes: RSV,La representacion de datos genomicos de RSV es menor en los paises de ingresos bajos y medios,Le_2025,OK,introduccion,,mantener,,"""More than 90% of RSV related childhood mortality occur in low- and middle-income countries (LMICs), however only 14.8% of publicly available RSV sequences were from patients recruited in LMICs"" (Le 2025)","PICOC[C: entorno LMIC; O: subrepresentación de datos genómicos de RSV] — ""More than 90% of RSV related childhood mortality occur in low- and middle-income countries (LMICs), however only 14.8% of publicly available RSV sequences were from patients recruited in LMICs."" (Le_2025, p.8)","IDEA NUEVA (cifra precisa): solo 14,8% de las secuencias publicas de RSV provienen de LMIC pese a >90% de la mortalidad infantil por RSV; podria citarse textual."
INTROC-ENT-01,Virus de interes: Enterovirus,"Los enterovirus son un genero de Picornaviridae, sin envoltura, con ARN de sentido positivo y transmision fecal-oral; agrupan numerosos serotipos, muchos excretados en heces y detectables en aguas residuales",Kissova_2022,OK,p.1-2,matiz_no_explicito,mantener,,"""Enteroviruses (EV) are non-enveloped viruses with a single-stranded RNA of positive [polarity]"" y ""Picornaviridae, genus Enterovirus (EV), which includes 15 species"" y ""EVs are excreted mainly in the feces for several weeks"" (viruses-14-01599)","PICOC[P:enterovirus/Picornaviridae; I:clasificación; O:>110 tipos humanos] — ""Enteroviruses (EVs) are members of the Picornaviridae family, with over 110 types known to infect humans, belonging to species A–D."" (Bubba_2023, p.1)","Genero Picornaviridae, sin envoltura, ssRNA(+), serotipos y excrecion fecal OK. La 'via fecal-oral' de transmision esta respaldada por excrecion fecal en Kissova pero enunciada literalmente en Martin, no en Kissova."
INTROC-ENT-02,Virus de interes: Enterovirus,"El poliovirus (especie C) tiene genoma ssRNA(+) de ~7500 nucleotidos, capside icosaedrica de 60 protomeros con VP1-VP4, tres serotipos por neutralizacion, receptor CD155, transmision fecal-oral, replicacion intestinal y excrecion fecal de 2 a 4 semanas",Martin_2016,OK,PDF p.6 (cap. introductorio),,mantener,,"""single RNA strand of positive polarity of about 7500 nucleotides in length"" / ""The virus particle consists of 60 protomers each containing a single copy of each of the four capsid proteins (VP1 to VP4) arranged in icosahedral symmetry"" / ""three serotypes based on specific neutralization"" / ""to bind CD155... as a receptor for cell entry"" / ""fecal-oral, and the virus replicates efficiently in the intestinal tract with shedding in feces typically lasting for 2-4 weeks"" (Martin 2016)","PICOC[P:poliovirus; I:caracterización genómica/estructural; O:genoma ~7500 nt y cápside de 60 protómeros VP1-VP4] — ""The viral genome of poliovirus consists of a single RNA strand of positive polarity of about 7500 nucleotides in length containing the coding sequences for structural and nonstructural viral proteins flanked by 5′ and 3′ noncoding sequences that modulate RNA replication and translation. The virus particle consists of 60 protomers each containing a single copy of each of the four capsid proteins (VP1 to VP4) arranged in icosahedral symmetry."" (Martin_2016, p.6)","Todas las cifras criticas (7500 nt, 60 protomeros, 2-4 semanas) confirmadas textualmente."
INTROC-ENT-03,Virus de interes: Enterovirus,"La paralisis flacida aguda se presenta solo en una fraccion de las infecciones, lo que limito la vigilancia clinica y motivo la vigilancia ambiental dentro de la GPEI",Martin_2016;Asghar_2014,OK,Martin (morbilidad); Asghar p.1,,mantener,,"""the very low morbidity to infection ratio (<1:200)"" (Martin 2016) y ""Since the launch of the Global Polio Eradication Initiative (GPEI) in 1988... the goal of ES is to complement disease-based AFP surveillance"" (asghar-2014)","PICOC[P:poliovirus/infección; I:vigilancia ambiental; C:vs clínica; O:parálisis <0.5%, >90% asintomática] — ""Polioviruses are enteric viruses that cause paralytic poliomyelitis in less than 0.5 % of infections and are asymptomatic in >90 % infections of naïve hosts. Environmental surveillance monitors polio in populations rather than in individuals."" (Martin_2016, p.68)",AFP en fraccion de infecciones y ES dentro de GPEI verificados.
INTROC-ENT-04,Virus de interes: Enterovirus,"En La Habana, tras una campana de vacunacion, el poliovirus dejo de aislarse en heces despues de la semana 7 pero siguio detectandose en aguas residuales hasta la semana 15 (ocho semanas mas)",MasLago_2003,OK,resultados,,mantener,,"""Poliovirus was isolated from children through week 7, suggesting that viral shedding reached undetectable levels between weeks 8 and 14"" y ""The last virus-positive wastewater sample was collected during week 15"" (lago2003)","PICOC[P:heces/aguas residuales, poliovirus; I:muestreo concurrente; C:heces vs aguas; O:heces hasta sem 7, aguas hasta sem 15] — ""Poliovirus was isolated from children through week 7, suggesting that viral shedding reached undetectable levels between weeks 8 and 14. The last virus-positive wastewater sample was collected during week 15."" (MasLago_2003, p.1)","Semana 7, semana 15 y diferencia de 8 semanas coherentes y verificadas."
INTROC-ENT-05,Virus de interes: Enterovirus,"La vacuna oral se elabora con poliovirus atenuados (cepas Sabin) que se excretan varias semanas; durante la replicacion el virus acumula mutaciones, algunas revierten la atenuacion y le devuelven neurovirulencia y transmisibilidad",Zurbriggen_2008,OK,introduccion,,mantener,,"""revert to the virulent phenotype with an increased possibility of causing neurologic disease"" y ""regain replicative fitness"" (zurbriggen-et-al-2008)","PICOC[P:VDPV/OPV Sabin; I:detección por vigilancia ambiental; O:reversiones genéticas múltiples y transmisión sostenida; C:cobertura vacunal subóptima] — ""ES can also assist in the detection of vaccine-derived polioviruses (VDPVs); such strains, although rare, arise from multiple genetic reversions and sustained transmission over time of the attenuated polioviruses found in oral poliovirus vaccine (OPV), especially in areas with suboptimal vaccine coverage [8]."" (Asghar_2014, p.2)",Reversion de atenuacion verificada.
INTROC-ENT-06,Virus de interes: Enterovirus,La clasificacion compara VP1 con la cepa de Sabin: <1% de diferencia es Sabin-like y 1-15% es poliovirus derivado de vacuna,Zurbriggen_2008,OK,definiciones,,mantener,,"""isolates that display <1% nucleotide sequence difference from the parental vaccine strain are defined as vaccine- or Sabin-like"" y ""VDPVs are defined as viruses with a 1 to 15% nucleotide sequence difference within the VP1 region"" (zurbriggen-et-al-2008)","PICOC[P:VDPV/Sabin; I:secuenciación VP1; C:Sabin-like (<1%) vs VDPV (1–15%); O:clasificación por % de diferencia] — ""VDPVs are defined as viruses with a 1 to 15% nucleotide sequence difference within the VP1 region compared to the parental Sabin vaccine strain of the same type (11, 29). Viral isolates that display <1% nucleotide sequence difference from the parental vaccine strain are defined as vaccine- or Sabin-like (SL)."" (Zurbriggen_2008, p.2)",Umbrales <1% y 1-15% en VP1 verificados textualmente.
INTROC-ENT-07,Virus de interes: Enterovirus,"Zurbriggen recupero 62 aislamientos Sabin-like en 20 de 174 muestras de aguas residuales de la region de Zurich entre 2004 y 2006, con Suiza ya en esquema IPV exclusivo, y tres cuartas partes con mutaciones de reversion",Zurbriggen_2008,OK,resultados,,mantener,,"""A total of 20 out of 174 wastewater samples were positive for 62 Sabin-like isolates"" / ""two sewage treatment plants located in the Zurich area were sampled from 2004 to 2006"" / ""In 2004, there was a switch to the IPV-only"" / ""Three-quarters of the strains showed mutations within the 5' untranslated region and VP1, known to be associated with reversion"" (zurbriggen-et-al-2008)","PICOC[P:aguas residuales/poliovirus Sabin-like; I:aislamiento y RT-PCR; O:62 aislamientos en 20/174 muestras (Zúrich, 2004–2006); C:país IPV] — ""A total of 20 out of 174 (11.5%) wastewater samples were positive for any poliovirus isolation and resulted in recovery of 62 poliovirus strains, namely, 46 from 2004 to 2005 and 16 in 2006 (Table 2)."" (Zurbriggen_2008, p.3)","62, 20/174, Zurich, 2004-2006, IPV, tres cuartas partes: todas verificadas."
INTROC-ENT-08,Virus de interes: Enterovirus,"Kissova documento la vigilancia ambiental de poliovirus y enterovirus no poliovirus en la Republica Eslovaca entre 1963 y 2019, con mas de mil aislamientos de poliovirus de origen vacunal",Kissova_2022,OK,resultados,,mantener,,"""Enteroviruses in the Slovak Republic in 1963-2019"" y ""We found that 1015 isolated PVs were of vaccine origin, called 'Sabin-like'"" (viruses-14-01599)","PICOC[P:aguas residuales, poliovirus vacunal (Eslovaquia); I:vigilancia ambiental 1963–2019; O:1015 PV de origen vacunal, sin WPV] — ""Of these, 1062 were PVs, WPVs were not found. We found that 1015 isolated PVs were of vaccine origin, called “Sabin-like” (isolates PV1-SL 285, PV2-SL 293, PV3-SL 257)."" (Kissova_2022, p.4)","Cifra exacta 1015 (>1000). IDEA NUEVA: desglose PV1-SL 285, PV2-SL 293, PV3-SL 257; ademas 47 cepas cVDPV2 en Bratislava 2003-2005."
INTROC-ENT-09,Virus de interes: Enterovirus,"Klapsa detecto 118 aislamientos geneticamente vinculados de poliovirus tipo 2 relacionado con Sabin en el alcantarillado de Londres entre febrero y julio de 2022; habian perdido dos mutaciones atenuantes clave, una proporcion creciente cumplia el criterio de VDPV, y motivo una campana con IPV en ninos de 1 a 9 anos",Klapsa_2022,OK,resultados,,mantener,,"""118 genetically linked poliovirus isolates related to the serotype 2 Sabin vaccine strain were detected in 21 of 52 sequential sewage samples collected in London between Feb 8 and July 4, 2022"" / ""All isolates have lost two key attenuating mutations"" / ""an increasing proportion (20 of 118) meet the criterion for a vaccine-derived poliovirus"" / ""an inactivated polio vaccine campaign among children aged 1-9 years"" (PIIS0140673622018049)","PICOC[P:alcantarillado de Londres, PV2 Sabin; I:vigilancia ambiental/secuenciación; O:118 aislamientos ligados (Feb–Jul 2022); C:VDPV emergente] — ""118 genetically linked poliovirus isolates related to the serotype 2 Sabin vaccine strain were detected in 21 of 52 sequential sewage samples collected in London between Feb 8 and July 4, 2022."" (Klapsa_2022, p.1)","118, PV2 Sabin, Londres feb-jul 2022, dos mutaciones, IPV 1-9 anos: todas verificadas."
INTROC-ENT-10,Virus de interes: Enterovirus,"La deteccion de cVDPV2 en aguas residuales de Finlandia, Alemania, Polonia, Espana y Reino Unido en 2024 revelo cepas geneticamente relacionadas y activo una alerta sobre circulacion en territorios con alta capacidad de vigilancia",Bottcher_2025,OK,abstract y resultados,,mantener,,"""In 2024, circulating vaccine-derived poliovirus type 2 (cVDPV2) was detected in wastewater samples in Finland, Germany, Poland, Spain and the United Kingdom"" y ""All cVDPV2 strains were genetically related to each other"" (eurosurv-30-3-1)","PICOC[P:aguas residuales, cVDPV2; I:vigilancia ambiental 2024; O:detección en 5 países europeos; C:territorios con alta capacidad de vigilancia] — ""In 2024, circulating vaccine-derived poliovirus type 2 (cVDPV2) was detected in wastewater samples in Finland, Germany, Poland, Spain and the United Kingdom (UK)."" (Bottcher_2025, p.1)","cVDPV2, cinco paises, 2024, cepas relacionadas y 'wake-up call' verificados."
